time NV31 NV44 XDUT_LP1_I XDUT_B1_I XDUT_L2_I XDUT_L3_I XDUT_B2_I XDUT_LP2_I
3.500000000000000e-012 9.129422896342679e-005 9.145111224074588e-005 2.203039056171493e-004 1.758624645325416e-004 -2.447827283138656e-004 2.454132716861343e-004 1.752931748387632e-004 2.196097417217360e-004 
3.750000000000000e-012 9.421912731235682e-005 9.399308685602376e-005 2.353486984235628e-004 1.891350587074899e-004 -2.622906593223239e-004 2.629193406776761e-004 1.885000681626176e-004 2.346464881706281e-004 
4.000000000000000e-012 9.661269012522189e-005 9.578258075789533e-005 2.504292137078973e-004 2.027213294889304e-004 -2.797913199532824e-004 2.804326800467176e-004 2.020312598407699e-004 2.496863515671503e-004 
4.250000000000000e-012 9.936702257344929e-005 9.792503094100210e-005 2.653727805793503e-004 2.160399629990452e-004 -2.972775647399092e-004 2.979604352600908e-004 2.153268401215302e-004 2.645709329796102e-004 
4.500000000000000e-012 1.032206420684087e-004 1.013305915723473e-004 2.800143081467743e-004 2.285457578727119e-004 -3.147464756924293e-004 3.155055243075707e-004 2.278543112246961e-004 2.791565641039224e-004 
4.750000000000000e-012 1.086304927303769e-004 1.065262020386626e-004 2.942461793387466e-004 2.398925768299644e-004 -3.321994625011621e-004 3.330665374988378e-004 2.392673848742414e-004 2.933548417367273e-004 
5.000000000000000e-012 1.158505584851028e-004 1.137229077571782e-004 3.080186760748982e-004 2.499170626373863e-004 -3.496405535953664e-004 3.506394464046336e-004 2.493924222497275e-004 3.071264777573349e-004 
5.250000000000000e-012 9.545924698978225e-005 9.344512269541982e-005 3.043366280095403e-004 2.424476636827101e-004 -3.495669222447937e-004 3.507130777552063e-004 2.420419373159060e-004 3.034800941553747e-004 
5.500000000000000e-012 1.050200466761218e-004 1.031236100848121e-004 3.006351044010248e-004 2.378071796457322e-004 -3.494881315586774e-004 3.507918684413226e-004 2.375493327003567e-004 2.998493232359697e-004 
5.750000000000000e-012 6.706881593297188e-005 6.542528133287814e-005 2.971847763363498e-004 2.370431604400728e-004 -3.494057941591544e-004 3.508742058408456e-004 2.369583283145047e-004 2.965070965699242e-004 
6.000000000000000e-012 7.145462259870706e-005 7.016527368517776e-005 2.940112361618044e-004 2.392401488472235e-004 -3.493218787530541e-004 3.509581212469459e-004 2.393590458696250e-004 2.934859128001784e-004 
6.249999999999999e-012 3.793073060441627e-005 3.729597332835634e-005 2.909746164293169e-004 2.424921699109796e-004 -3.492399496496244e-004 3.510400503503756e-004 2.428509711922852e-004 2.906567528445605e-004 
6.499999999999999e-012 5.182073642842444e-005 5.203450139626226e-005 2.878956841937894e-004 2.450004209788751e-004 -3.491656053572217e-004 3.511143946427783e-004 2.456343498536852e-004 2.878488857593800e-004 
6.749999999999999e-012 2.880353971598905e-005 3.007518080460115e-005 2.846517502677724e-004 2.456695964263944e-004 -3.491057671628201e-004 3.511742328371799e-004 2.466006097472631e-004 2.849371424894975e-004 
6.999999999999999e-012 5.162024979932974e-005 5.384497027846025e-005 2.812083790844003e-004 2.441905270367616e-004 -3.490670163986064e-004 3.512129836013935e-004 2.454133798219680e-004 2.818672969609639e-004 
7.249999999999999e-012 3.492757891981130e-005 3.788877405387695e-005 2.775926740368256e-004 2.407908072285818e-004 -3.490535138139011e-004 3.512264861860989e-004 2.422644398893954e-004 2.786297219780354e-004 
7.500000000000000e-012 6.161139027778905e-005 6.480375809443548e-005 2.738370859892968e-004 2.358792332423691e-004 -3.490652072215036e-004 3.512147927784964e-004 2.375301674089668e-004 2.752119579845160e-004 
7.750000000000001e-012 4.713969248841388e-005 5.012527532669748e-005 2.699258311433338e-004 2.297509122718514e-004 -3.490969751769230e-004 3.511830248230770e-004 2.314912378629333e-004 2.715597532328087e-004 
8.000000000000002e-012 7.545831796122379e-005 7.777107239223890e-005 2.657641122952874e-004 2.224244250694438e-004 -3.491390649907474e-004 3.511409350092526e-004 2.241804113758580e-004 2.675608212087959e-004 
8.250000000000002e-012 6.308155147359329e-005 6.455761862964935e-005 2.611727852196651e-004 2.135992983269191e-004 -3.491787484647695e-004 3.511012515352305e-004 2.153411086983007e-004 2.630475615862768e-004 
8.500000000000003e-012 9.488784502589397e-005 9.545606368573262e-005 2.558969154262781e-004 2.026746087193802e-004 -3.492026816936308e-004 3.510773183063692e-004 2.044363930241254e-004 2.578037267409382e-004 
8.750000000000004e-012 8.825035593300502e-005 8.811648788660504e-005 2.496105646102066e-004 1.887591592434994e-004 -3.491991806433140e-004 3.510808193566860e-004 1.906428209559380e-004 2.515585270394737e-004 
9.000000000000005e-012 1.289799766571935e-004 1.283002778744634e-004 2.419018020149293e-004 1.706187814859006e-004 -3.491596598587942e-004 3.511203401412058e-004 1.727816034668534e-004 2.439569996554548e-004 
9.250000000000005e-012 1.356672603920608e-004 1.346849229428979e-004 2.322284920797015e-004 1.465354164684026e-004 -3.490789260560375e-004 3.512010739439624e-004 1.491669750548154e-004 2.345027476667603e-004 
9.500000000000006e-012 1.958041588313368e-004 1.945568042498024e-004 2.198464033843616e-004 1.141030358277578e-004 -3.489549584354849e-004 3.513250415645151e-004 1.173953140814717e-004 2.224771737017123e-004 
9.750000000000007e-012 2.299589064343456e-004 2.285294665279861e-004 2.037369757779164e-004 7.011390161620254e-005 -3.487904971013094e-004 3.514895028986905e-004 7.421528475755219e-005 2.068582917764756e-004 
1.000000000000001e-011 3.263943502839850e-004 3.248238097032031e-004 1.826396561266479e-004 1.101465261494122e-005 -3.486016117976082e-004 3.516783882023917e-004 1.593394350427983e-005 1.863290145595656e-004 
1.025000000000001e-011 4.000283546889884e-004 3.988664630339361e-004 1.554935288481017e-004 -6.517402999530981e-005 -3.484402773970631e-004 3.518397226029369e-004 -5.974903275716009e-005 1.596574478684603e-004 
1.050000000000001e-011 5.163452036846125e-004 5.166823967115594e-004 1.228512061087018e-004 -1.551860732958406e-004 -3.484221361754678e-004 3.518578638245322e-004 -1.501204744964144e-004 1.270361463511851e-004 
1.075000000000001e-011 5.486975886360835e-004 5.515995673873821e-004 8.920477266015558e-005 -2.405136098192449e-004 -3.486885527274841e-004 3.515914472725159e-004 -2.376795227809778e-004 9.252649493071378e-005 
1.100000000000001e-011 5.423864028265065e-004 5.469150241212013e-004 6.380519815994264e-005 -2.845822646082092e-004 -3.492538862930875e-004 3.510261137069125e-004 -2.854209378879256e-004 6.532999867096225e-005 
1.125000000000001e-011 4.286115933720200e-004 4.318285281812218e-004 5.705245323943715e-005 -2.583291262080871e-004 -3.498968095894754e-004 3.503831904105245e-004 -2.626478599186633e-004 5.648965782139825e-005 
1.150000000000001e-011 3.648368476401287e-004 3.636554395296279e-004 7.435505615442345e-005 -1.575816287951438e-004 -3.502858536900015e-004 3.499941463099985e-004 -1.634660364753904e-004 7.236330475294895e-005 
1.175000000000001e-011 3.420156606790101e-004 3.357219502420042e-004 1.134504506045626e-004 -2.838276090167312e-005 -3.502384790351802e-004 3.500415209648198e-004 -3.274020175819604e-005 1.111810029131540e-004 
1.200000000000001e-011 4.644414499076329e-004 4.553774493583754e-004 1.665218411919895e-004 9.570659185902272e-005 -3.498480635709120e-004 3.504319364290879e-004 9.412921023119151e-005 1.648541984210120e-004 
1.225000000000001e-011 5.822875331666546e-004 5.757173829454116e-004 2.225350279669593e-004 1.753759876191837e-004 -3.493922688533072e-004 3.508877311466928e-004 1.761861185052190e-004 2.217134296432447e-004 
1.250000000000002e-011 6.532440298417659e-004 6.538518341254405e-004 2.682610311414346e-004 1.982173071240722e-004 -3.491457254508500e-004 3.511342745491499e-004 1.998603591068657e-004 2.680529598064507e-004 
1.275000000000002e-011 5.201022215673275e-004 5.270944364951738e-004 2.919675098755101e-004 1.754852540419401e-004 -3.492214263209614e-004 3.510585736790385e-004 1.763426446539585e-004 2.919316362608006e-004 
1.300000000000002e-011 3.174431914685565e-004 3.243200861966271e-004 2.904308615824478e-004 1.351010849274666e-004 -3.495224447919254e-004 3.507575552080746e-004 1.342481163825797e-004 2.900577334373771e-004 
1.325000000000002e-011 7.664027743592913e-005 7.619268717060345e-005 2.719425364691053e-004 1.079929582086133e-004 -3.498291408049859e-004 3.504508591950141e-004 1.054012059072226e-004 2.707444558007141e-004 
1.350000000000002e-011 -2.815113902306568e-005 -4.043629825502495e-005 2.513446709228755e-004 1.133391625024207e-004 -3.499343083273994e-004 3.503456916726006e-004 1.095712754392722e-004 2.489301233212501e-004 
1.375000000000002e-011 -5.540824456203203e-005 -7.956185417609542e-005 2.420214963683634e-004 1.527420217782735e-004 -3.497227882326085e-004 3.505572117673915e-004 1.485408793755049e-004 2.381756060930250e-004 
1.400000000000002e-011 4.432300238259165e-005 1.342444345045731e-005 2.499138159990532e-004 2.128735136981028e-004 -3.491896793856831e-004 3.510903206143169e-004 2.089957258049699e-004 2.447596005772791e-004 
1.425000000000002e-011 1.245793651591663e-004 9.582700868769643e-005 2.715943358584528e-004 2.720160140403141e-004 -3.484387249154548e-004 3.518412750845451e-004 2.691627780953140e-004 2.657157561048662e-004 
1.450000000000002e-011 2.154011544524462e-004 1.960670411683152e-004 2.970421418765009e-004 3.092637378057609e-004 -3.476556771150315e-004 3.526243228849684e-004 3.078104294381037e-004 2.912903489648823e-004 
1.475000000000002e-011 2.089257969323848e-004 2.003550739880262e-004 3.155512206678639e-004 3.139860808321062e-004 -3.470318279297788e-004 3.532481720702212e-004 3.136347039041724e-004 3.105507722329760e-004 
1.500000000000002e-011 1.959793839151251e-004 1.931098554627863e-004 3.211345524668714e-004 2.903130440260805e-004 -3.466617892063499e-004 3.536182107936501e-004 2.901300698295682e-004 3.168992432134052e-004 
1.525000000000002e-011 1.166862132220498e-004 1.120798711321050e-004 3.143281738139785e-004 2.533722315436141e-004 -3.464853145841750e-004 3.537946854158250e-004 2.523714012164974e-004 3.103315211403193e-004 
1.550000000000002e-011 8.170024889033745e-005 7.008059485019888e-005 3.002819414509340e-004 2.201850467059767e-004 -3.463213520033989e-004 3.539586479966010e-004 2.180643757801490e-004 2.959270143422487e-004 
1.575000000000002e-011 2.590883595469335e-005 7.531486078596509e-006 2.853998263312868e-004 2.018501467221428e-004 -3.459714207722657e-004 3.543085792277343e-004 1.993787322605677e-004 2.805698114023697e-004 
1.600000000000002e-011 3.811204376138287e-005 1.865714960317233e-005 2.745803699819622e-004 2.009024468416395e-004 -3.453252446154158e-004 3.549547553845841e-004 1.997796636625179e-004 2.699705444283005e-004 
1.625000000000002e-011 2.563772418944533e-005 1.363729280678538e-005 2.697889595037009e-004 2.129364664409123e-004 -3.444188851511808e-004 3.558611148488192e-004 2.151980092351813e-004 2.668386139606749e-004 
1.650000000000001e-011 5.802796778022005e-005 6.036290838723262e-005 2.700035637133163e-004 2.300091636257631e-004 -3.434321936792965e-004 3.568478063207034e-004 2.371565483653762e-004 2.703958908843494e-004 
1.675000000000001e-011 4.087188701081893e-005 5.962671603826202e-005 2.723224321045750e-004 2.441737857670542e-004 -3.426292027339979e-004 3.576507972660020e-004 2.563672111488241e-004 2.772448336589558e-004 
1.700000000000001e-011 5.649344317978302e-005 8.796883975863479e-005 2.736353678367820e-004 2.502001150821429e-004 -3.422567199088078e-004 3.580232800911922e-004 2.659726711662394e-004 2.831870897923167e-004 
1.725000000000001e-011 2.650194946160203e-005 6.312270848271958e-005 2.720161176946737e-004 2.467846245703767e-004 -3.424386980609367e-004 3.578413019390633e-004 2.635241573723088e-004 2.850959367666912e-004 
1.750000000000001e-011 4.292631922251139e-005 7.566226070264535e-005 2.672589328325963e-004 2.360332478317368e-004 -3.431174960188906e-004 3.571625039811094e-004 2.509941245270014e-004 2.819583538541260e-004 
1.775000000000001e-011 2.790083633565272e-005 4.917564358225376e-005 2.605250404129394e-004 2.217152425543182e-004 -3.440730107042534e-004 3.562069892957466e-004 2.330127930428099e-004 2.747780744884390e-004 
1.800000000000001e-011 6.680303657356991e-005 7.261225879348460e-005 2.534486717109225e-004 2.072130764946001e-004 -3.450057308841091e-004 3.552742691158909e-004 2.143909217000376e-004 2.656635769086567e-004 
1.825000000000001e-011 7.216009420831841e-005 6.360925663126825e-005 2.471709138916227e-004 1.940143340854405e-004 -3.456369605791396e-004 3.546430394208604e-004 1.981196683848100e-004 2.566895493494138e-004 
1.850000000000001e-011 1.220409181383582e-004 1.044483366723073e-004 2.417229622544642e-004 1.812000850376336e-004 -3.457819279829888e-004 3.544980720170111e-004 1.844919056244640e-004 2.490277644066647e-004 
1.875000000000001e-011 1.282538240111746e-004 1.087903385789965e-004 2.359894895566236e-004 1.659019254591379e-004 -3.453767205265055e-004 3.549032794734945e-004 1.713171640602230e-004 2.425991173536181e-004 
1.900000000000001e-011 1.753283785975301e-004 1.596359131083593e-004 2.281696400283741e-004 1.442771872056893e-004 -3.444633615656691e-004 3.558166384343309e-004 1.547731124364451e-004 2.362354567361301e-004 
1.925000000000001e-011 1.848247456112382e-004 1.751881209407550e-004 2.164112292414730e-004 1.114975972224043e-004 -3.431493230273045e-004 3.571306769726955e-004 1.293465700156918e-004 2.281501319677087e-004 
1.950000000000000e-011 2.498026045701726e-004 2.449909984107067e-004 1.992508299680711e-004 6.572407308645030e-005 -3.415745006986543e-004 3.587054993013457e-004 9.223191966181397e-005 2.163860075820359e-004 
1.975000000000000e-011 2.950246459844353e-004 2.926146881997786e-004 1.757839009678268e-004 3.660192361245143e-006 -3.399358155143944e-004 3.603441844856056e-004 3.836723016716104e-005 1.990224715723239e-004 
2.000000000000000e-011 4.051067658051245e-004 4.048114832781807e-004 1.460156217914643e-004 -7.500716744974082e-005 -3.386205361230406e-004 3.616594638769593e-004 -3.526375320184383e-005 1.743462324419013e-004 
2.025000000000000e-011 4.771366903481176e-004 4.842659285346329e-004 1.120548721687211e-004 -1.649146825486776e-004 -3.383989278546820e-004 3.618810721453179e-004 -1.271887880555227e-004 1.416990381213158e-004 
2.050000000000000e-011 5.521634795616808e-004 5.730916049346912e-004 7.976683005622252e-005 -2.458321376910979e-004 -3.402083264141754e-004 3.600716735858246e-004 -2.236218905682768e-004 1.039269869933142e-004 
2.075000000000000e-011 5.085617055684160e-004 5.388490728429342e-004 5.834597128452958e-005 -2.830234910687226e-004 -3.441434078540945e-004 3.561365921459055e-004 -2.870161947067071e-004 6.996677075241500e-005 
2.100000000000000e-011 4.449056267007445e-004 4.659150960829447e-004 5.613382672175770e-005 -2.516036599153028e-004 -3.486717250903459e-004 3.516082749096540e-004 -2.807615346394885e-004 5.284740953568225e-005 
2.125000000000000e-011 3.471397175336517e-004 3.395077047042617e-004 7.579662655563713e-005 -1.511338150308361e-004 -3.514528883941252e-004 3.488271116058747e-004 -1.920047293067401e-004 6.222164718899525e-005 
2.150000000000000e-011 3.699233198873168e-004 3.293250757867746e-004 1.137808220360640e-004 -2.764102900374887e-005 -3.511680421821377e-004 3.491119578178622e-004 -5.783347233303007e-005 9.833083645925133e-005 
2.175000000000000e-011 4.483550591411003e-004 3.917399115102741e-004 1.633244077352108e-004 8.911144633849615e-005 -3.484624610928001e-004 3.518175389071999e-004 7.896035374318488e-005 1.526209095325383e-004 
2.200000000000000e-011 6.036543680049941e-004 5.661762792637575e-004 2.159361075308634e-004 1.645748429488421e-004 -3.453119599294980e-004 3.549680400705020e-004 1.719664721003058e-004 2.119537867081453e-004 
2.224999999999999e-011 6.298214112404532e-004 6.453640071465168e-004 2.607178198110449e-004 1.889033632762195e-004 -3.436899512049028e-004 3.565900487950972e-004 2.027648065995603e-004 2.618525655845096e-004 
2.249999999999999e-011 5.387315377849743e-004 6.064199712177235e-004 2.865580426479669e-004 1.721414542071862e-004 -3.444452139623556e-004 3.558347860376444e-004 1.810087521603548e-004 2.898736767252961e-004 
2.274999999999999e-011 2.957382510086084e-004 3.778237955934008e-004 2.888694697030478e-004 1.382835804509831e-004 -3.469638877866921e-004 3.533161122133078e-004 1.360652530223606e-004 2.914712821091271e-004 
2.299999999999999e-011 9.847189314728412e-005 1.526379240178796e-004 2.737772112478311e-004 1.145442543081940e-004 -3.498010239670467e-004 3.504789760329532e-004 1.019635901156789e-004 2.735462023984538e-004 
2.324999999999999e-011 -4.797766493949524e-005 -4.390308172482586e-005 2.546006900282931e-004 1.188763198934709e-004 -3.516624514313917e-004 3.486175485686083e-004 1.010015330212690e-004 2.505640097018648e-004 
2.349999999999999e-011 -3.443118585929726e-005 -7.771003506718958e-005 2.444188960630144e-004 1.540811988631477e-004 -3.519466762759693e-004 3.483333237240307e-004 1.368005648055262e-004 2.367950497336995e-004 
2.374999999999999e-011 2.083280891805022e-005 -4.666581424171903e-005 2.498423507675004e-004 2.091727855829139e-004 -3.507432801986954e-004 3.495367198013046e-004 1.972210911850695e-004 2.401084967243020e-004 
2.399999999999999e-011 1.391317422204167e-004 7.948781914358912e-005 2.685667436483623e-004 2.647055532821820e-004 -3.486435857611827e-004 3.516364142388173e-004 2.608573115507447e-004 2.592852582154277e-004 
2.424999999999999e-011 1.818536344215347e-004 1.564394702379528e-004 2.915893776479486e-004 3.010556953039592e-004 -3.465197909167953e-004 3.537602090832046e-004 3.054211560887022e-004 2.854869411387876e-004 
2.449999999999999e-011 2.087913755016422e-004 2.265207168114336e-004 3.086635996902547e-004 3.073944413779951e-004 -3.452116047408676e-004 3.550683952591323e-004 3.171569221847661e-004 3.073136064551926e-004 
2.474999999999999e-011 1.438769923121900e-004 1.951690983578802e-004 3.135894059002084e-004 2.864575381224110e-004 -3.451750342044059e-004 3.551049657955941e-004 2.969733517315000e-004 3.166995352707107e-004 
2.499999999999999e-011 9.787532267905427e-005 1.619839521803190e-004 3.063662826775804e-004 2.518287054965242e-004 -3.463105288650722e-004 3.539694711349277e-004 2.588002351265911e-004 3.121469793771023e-004 
2.524999999999998e-011 1.785366676946257e-005 7.201010161523306e-005 2.918960570386439e-004 2.199754285922798e-004 -3.480920287528176e-004 3.521879712471824e-004 2.210958569196242e-004 2.979423207088742e-004 
2.549999999999998e-011 1.116844017085709e-005 3.732709172436062e-005 2.770314194327943e-004 2.027777319173796e-004 -3.498685507175040e-004 3.504114492824959e-004 1.978394482212930e-004 2.809912881442332e-004 
2.574999999999998e-011 -1.361589367514691e-007 -9.266288448929497e-006 2.676113662510923e-004 2.041426259095836e-004 -3.511126447153022e-004 3.491673552846977e-004 1.943480272169244e-004 2.676591415989210e-004 
2.599999999999998e-011 5.457929065539366e-005 1.623204758652765e-005 2.662854391499770e-004 2.203718591309510e-004 -3.515205721991819e-004 3.487594278008180e-004 2.079709059404997e-004 2.617341687759716e-004 
2.624999999999998e-011 6.829444277808027e-005 1.726749932714003e-005 2.717620728497587e-004 2.427730382091551e-004 -3.510214492583862e-004 3.492585507416138e-004 2.310080268018368e-004 2.636214075814488e-004 
2.649999999999998e-011 1.065363050796528e-004 6.160836305675702e-005 2.798556326504915e-004 2.614894370153426e-004 -3.497673139805035e-004 3.505126860194965e-004 2.540601640119024e-004 2.707343281515976e-004 
2.674999999999998e-011 8.008369920885946e-005 5.468037144815565e-005 2.857862495937721e-004 2.693940673207342e-004 -3.481045930390545e-004 3.521754069609455e-004 2.691783091610414e-004 2.789201244991990e-004 
2.699999999999998e-011 7.968053276234403e-005 7.813315937985718e-005 2.864023794553663e-004 2.644737043389059e-004 -3.464885174935917e-004 3.537914825064083e-004 2.722219211169764e-004 2.843161377211952e-004 
2.724999999999998e-011 3.372439455442811e-005 5.234180406899980e-005 2.812013109557628e-004 2.496886440089022e-004 -3.453383302793881e-004 3.549416697206118e-004 2.636450505874117e-004 2.847826953366611e-004 
2.749999999999998e-011 3.815759882398327e-005 6.775493265882004e-005 2.719698423292084e-004 2.307437390330225e-004 -3.448936921451806e-004 3.553863078548194e-004 2.474280528271261e-004 2.803432007062750e-004 
2.774999999999998e-011 1.665894934818700e-005 4.610497768008349e-005 2.616025221032270e-004 2.132277535166443e-004 -3.451476905464599e-004 3.551323094535400e-004 2.288083053495619e-004 2.726500970105969e-004 
2.799999999999997e-011 5.411813301234969e-005 7.383185807961149e-005 2.527494957562422e-004 2.004396589541524e-004 -3.458826180698563e-004 3.543973819301437e-004 2.119868590897844e-004 2.639298451574743e-004 
2.824999999999997e-011 6.090550523669654e-005 6.640301621965436e-005 2.467594258282903e-004 1.924786268832166e-004 -3.467734981047028e-004 3.535065018952972e-004 1.987416393348333e-004 2.559519573432749e-004 
2.849999999999997e-011 1.122729874399804e-004 1.051390405580283e-004 2.432372979268645e-004 1.865794264874609e-004 -3.475028419133206e-004 3.527771580866794e-004 1.882221866490517e-004 2.494101769636908e-004 
2.874999999999997e-011 1.178013742927769e-004 1.041901951986733e-004 2.403417468986550e-004 1.783281341460995e-004 -3.478464120059640e-004 3.524335879940360e-004 1.776340323883837e-004 2.438437751914044e-004 
2.899999999999997e-011 1.610253543165723e-004 1.478599764588220e-004 2.356126027759159e-004 1.631308699992624e-004 -3.477132502166156e-004 3.525667497833844e-004 1.632508447288491e-004 2.379737434165677e-004 
2.924999999999997e-011 1.638918885310528e-004 1.558285496163431e-004 2.268473345133484e-004 1.372237512024123e-004 -3.471391703328458e-004 3.531408296671542e-004 1.412059198778386e-004 2.301779998908009e-004 
2.949999999999997e-011 2.201929960943210e-004 2.179364686352646e-004 2.125856941995732e-004 9.781719908156764e-005 -3.462472377175211e-004 3.540327622824788e-004 1.077537119546704e-004 2.188390983899640e-004 
2.974999999999997e-011 2.560287485777119e-004 2.572578774807526e-004 1.921062661290532e-004 4.265650640743601e-005 -3.452080326080122e-004 3.550719673919878e-004 5.913058561318791e-005 2.024522783477288e-004 
2.999999999999997e-011 3.603828314267423e-004 3.620063089900302e-004 1.652860921871200e-004 -2.980030766617979e-005 -3.442491334491718e-004 3.560308665508281e-004 -8.137256714820729e-006 1.796459889453022e-004 
